Date,"Space-based solar power","Thorium-based nuclear power"
2018-12-17,284,507
2018-12-18,381,459
2018-12-19,267,495
2018-12-20,336,410
2018-12-21,256,377
2018-12-22,206,306
2018-12-23,199,337
2018-12-24,203,397
2018-12-25,194,364
2018-12-26,221,395
2018-12-27,256,383
2018-12-28,257,414
2018-12-29,194,460
2018-12-30,249,669
2018-12-31,266,525
2019-01-01,370,517
2019-01-02,346,585
2019-01-03,426,556
2019-01-04,350,505
2019-01-05,275,466
2019-01-06,284,467
2019-01-07,397,565
2019-01-08,375,500
2019-01-09,379,534
2019-01-10,344,478
2019-01-11,261,475
2019-01-12,215,434
2019-01-13,229,427
2019-01-14,345,484
2019-01-15,273,526
2019-01-16,335,569
2019-01-17,310,807
2019-01-18,254,572
2019-01-19,211,394
2019-01-20,259,434
2019-01-21,305,474
2019-01-22,330,508
2019-01-23,364,504
2019-01-24,388,596
2019-01-25,281,635
2019-01-26,219,491
2019-01-27,295,772
2019-01-28,334,660
2019-01-29,324,582
2019-01-30,333,647
2019-01-31,369,575
2019-02-01,355,589
2019-02-02,233,448
2019-02-03,256,777
2019-02-04,352,886
2019-02-05,315,784
2019-02-06,340,659
2019-02-07,335,856
2019-02-08,330,930
2019-02-09,252,647
2019-02-10,354,613
2019-02-11,423,647
2019-02-12,367,579
2019-02-13,366,680
2019-02-14,373,588
2019-02-15,398,586
2019-02-16,422,494
2019-02-17,453,500
2019-02-18,704,589
2019-02-19,1281,637
2019-02-20,608,670
2019-02-21,449,610
2019-02-22,385,606
2019-02-23,299,498
2019-02-24,298,517
2019-02-25,428,731
2019-02-26,432,692
2019-02-27,464,638
2019-02-28,338,705
2019-03-01,358,652
2019-03-02,274,616
2019-03-03,352,530
2019-03-04,540,658
2019-03-05,394,626
2019-03-06,401,657
2019-03-07,376,658
2019-03-08,385,711
2019-03-09,299,523
2019-03-10,285,632
2019-03-11,406,943
2019-03-12,396,849
2019-03-13,404,766
2019-03-14,392,876
2019-03-15,355,828
2019-03-16,316,822
2019-03-17,614,881
2019-03-18,717,918
2019-03-19,405,882
2019-03-20,339,830
2019-03-21,345,950
2019-03-22,343,861
2019-03-23,238,715
2019-03-24,297,709
2019-03-25,339,852
2019-03-26,346,730
2019-03-27,476,924
2019-03-28,367,1026
2019-03-29,304,886
2019-03-30,251,619
2019-03-31,247,730
2019-04-01,350,991
2019-04-02,443,774
2019-04-03,393,794
2019-04-04,267,841
2019-04-05,247,894
2019-04-06,251,669
2019-04-07,269,755
2019-04-08,341,935
2019-04-09,376,722
2019-04-10,355,756
2019-04-11,326,773
2019-04-12,273,557
2019-04-13,179,489
2019-04-14,208,586
2019-04-15,316,665
2019-04-16,302,664
2019-04-17,310,760
2019-04-18,250,693
2019-04-19,237,698
2019-04-20,222,578
2019-04-21,240,577
2019-04-22,314,767
2019-04-23,315,766
2019-04-24,303,721
2019-04-25,315,722
2019-04-26,309,665
2019-04-27,233,560
2019-04-28,284,600
2019-04-29,337,676
2019-04-30,276,713
2019-05-01,298,930
2019-05-02,296,710
2019-05-03,300,682
2019-05-04,267,534
2019-05-05,255,590
2019-05-06,329,792
2019-05-07,302,846
2019-05-08,325,1003
2019-05-09,314,914
2019-05-10,422,728
2019-05-11,229,646
2019-05-12,219,591
2019-05-13,286,801
2019-05-14,277,875
2019-05-15,248,900
2019-05-16,279,845
2019-05-17,273,878
2019-05-18,185,810
2019-05-19,158,725
2019-05-20,240,820
2019-05-21,293,990
2019-05-22,276,1015
2019-05-23,239,1028
2019-05-24,207,832
2019-05-25,176,816
2019-05-26,233,838
2019-05-27,280,1101
2019-05-28,347,1239
2019-05-29,260,1161
2019-05-30,258,1076
2019-05-31,223,1038
2019-06-01,196,924
2019-06-02,197,1223
2019-06-03,242,1325
2019-06-04,232,1569
2019-06-05,261,1443
2019-06-06,269,1297
2019-06-07,224,1322
2019-06-08,192,1096
2019-06-09,214,1174
2019-06-10,235,1291
2019-06-11,541,1236
2019-06-12,337,1206
2019-06-13,266,1169
2019-06-14,213,1031
2019-06-15,184,1001
2019-06-16,193,987
2019-06-17,263,1241
2019-06-18,238,1793
2019-06-19,828,1627
2019-06-20,312,1193
2019-06-21,252,1222
2019-06-22,184,999
2019-06-23,183,1017
2019-06-24,218,1248
2019-06-25,255,1269
2019-06-26,291,1191
2019-06-27,227,878
2019-06-28,226,951
2019-06-29,181,782
2019-06-30,197,799
2019-07-01,254,1219
2019-07-02,234,1399
2019-07-03,247,1084
2019-07-04,200,933
2019-07-05,210,897
2019-07-06,149,808
2019-07-07,176,895
2019-07-08,243,997
2019-07-09,553,791
2019-07-10,243,732
2019-07-11,251,999
2019-07-12,182,898
2019-07-13,195,669
2019-07-14,232,856
2019-07-15,220,731
2019-07-16,308,640
2019-07-17,274,664
2019-07-18,285,702
2019-07-19,269,676
2019-07-20,202,566
2019-07-21,226,664
2019-07-22,253,637
2019-07-23,327,635
2019-07-24,301,622
2019-07-25,305,878
2019-07-26,248,673
2019-07-27,185,491
2019-07-28,181,613
2019-07-29,241,655
2019-07-30,294,671
2019-07-31,245,560
2019-08-01,247,584
2019-08-02,213,789
2019-08-03,164,497
2019-08-04,231,871
2019-08-05,282,2026
2019-08-06,260,1212
2019-08-07,256,921
2019-08-08,217,704
2019-08-09,233,808
2019-08-10,195,608
2019-08-11,227,693
2019-08-12,261,942
2019-08-13,289,1004
2019-08-14,267,788
2019-08-15,258,629
2019-08-16,232,794
2019-08-17,185,570
2019-08-18,291,625
2019-08-19,341,755
2019-08-20,286,1019
2019-08-21,327,860
2019-08-22,314,822
2019-08-23,293,863
2019-08-24,233,664
2019-08-25,239,672
2019-08-26,275,1230
2019-08-27,321,2165
2019-08-28,284,1434
2019-08-29,329,1101
2019-08-30,271,774
2019-08-31,252,639
2019-09-01,239,705
2019-09-02,257,810
2019-09-03,310,797
2019-09-04,252,1196
2019-09-05,242,2433
2019-09-06,248,1386
2019-09-07,228,1721
2019-09-08,234,858
2019-09-09,272,965
2019-09-10,278,862
2019-09-11,372,891
2019-09-12,293,846
2019-09-13,360,793
2019-09-14,271,615
2019-09-15,262,752
2019-09-16,337,861
2019-09-17,361,952
2019-09-18,318,841
2019-09-19,397,881
2019-09-20,304,1212
2019-09-21,290,998
2019-09-22,287,981
2019-09-23,367,1220
2019-09-24,347,1467
2019-09-25,370,1384
2019-09-26,366,1331
2019-09-27,379,1271
2019-09-28,290,1066
2019-09-29,319,1046
2019-09-30,349,1127
2019-10-01,309,1071
2019-10-02,246,1103
2019-10-03,370,939
2019-10-04,365,873
2019-10-05,308,831
2019-10-06,264,836
2019-10-07,309,985
2019-10-08,352,942
2019-10-09,353,930
2019-10-10,316,866
2019-10-11,337,885
2019-10-12,463,751
2019-10-13,1032,859
2019-10-14,670,1080
2019-10-15,1038,1120
2019-10-16,333,948
2019-10-17,325,871
2019-10-18,294,864
2019-10-19,272,806
2019-10-20,281,824
2019-10-21,310,1703
2019-10-22,426,4472
2019-10-23,352,1469
2019-10-24,382,1170
2019-10-25,348,1143
2019-10-26,243,689
2019-10-27,287,734
2019-10-28,312,923
2019-10-29,357,996
2019-10-30,335,1097
2019-10-31,300,1026
2019-11-01,296,834
2019-11-02,282,811
2019-11-03,285,772
2019-11-04,453,1090
2019-11-05,631,1375
2019-11-06,396,1258
2019-11-07,388,988
2019-11-08,328,882
2019-11-09,255,795
2019-11-10,285,793
2019-11-11,565,960
2019-11-12,365,971
2019-11-13,406,1154
2019-11-14,361,1129
2019-11-15,299,771
2019-11-16,229,714
2019-11-17,314,801
2019-11-18,390,897
2019-11-19,334,891
2019-11-20,368,882
2019-11-21,337,1021
2019-11-22,313,884
2019-11-23,211,670
2019-11-24,264,750
2019-11-25,273,875
2019-11-26,413,1184
2019-11-27,315,831
2019-11-28,283,840
2019-11-29,260,722
2019-11-30,238,744
2019-12-01,282,842
2019-12-02,315,1128
2019-12-03,371,940
2019-12-04,345,844
2019-12-05,347,801
2019-12-06,303,778
2019-12-07,249,731
2019-12-08,257,707
2019-12-09,296,805
2019-12-10,404,767
2019-12-11,319,855
2019-12-12,262,812
2019-12-13,339,707
2019-12-14,242,731
2019-12-15,225,775
2019-12-16,255,745
2019-12-17,316,809
2019-12-18,280,750
2019-12-19,293,705
2019-12-20,225,6785
2019-12-21,203,1609
2019-12-22,198,1767
2019-12-23,226,1260
2019-12-24,196,1134
2019-12-25,218,844
2019-12-26,237,807
2019-12-27,215,880
2019-12-28,229,729
2019-12-29,216,744
2019-12-30,268,1004
2019-12-31,201,817
2020-01-01,230,819
2020-01-02,303,1046
2020-01-03,234,1056
2020-01-04,247,919
2020-01-05,256,963
2020-01-06,335,1276
2020-01-07,273,1188
2020-01-08,315,1097
2020-01-09,367,1180
2020-01-10,293,1022
2020-01-11,191,876
2020-01-12,252,1047
2020-01-13,303,1250
2020-01-14,254,1104
2020-01-15,290,1251
2020-01-16,305,1084
2020-01-17,263,936
2020-01-18,213,1055
2020-01-19,263,1233
2020-01-20,300,1113
2020-01-21,315,1108
2020-01-22,270,1258
2020-01-23,280,1017
2020-01-24,271,1130
2020-01-25,207,805
2020-01-26,218,760
2020-01-27,270,837
2020-01-28,291,965
2020-01-29,262,799
2020-01-30,269,866
2020-01-31,349,870
2020-02-01,225,699
2020-02-02,212,779
2020-02-03,273,854
2020-02-04,320,936
2020-02-05,291,778
2020-02-06,283,828
2020-02-07,294,787
2020-02-08,221,660
2020-02-09,273,693
2020-02-10,347,844
2020-02-11,373,917
2020-02-12,319,936
2020-02-13,306,889
2020-02-14,308,811
2020-02-15,267,602
2020-02-16,262,637
2020-02-17,311,763
2020-02-18,285,903
2020-02-19,330,913
2020-02-20,330,909
2020-02-21,249,737
2020-02-22,248,654
2020-02-23,249,638
2020-02-24,285,833
2020-02-25,291,739
2020-02-26,288,733
2020-02-27,267,649
2020-02-28,297,637
2020-02-29,230,569
2020-03-01,235,576
2020-03-02,330,705
2020-03-03,301,686
2020-03-04,310,689
2020-03-05,302,700
2020-03-06,363,653
2020-03-07,172,612
2020-03-08,182,599
2020-03-09,257,684
2020-03-10,253,795
2020-03-11,216,741
2020-03-12,219,528
2020-03-13,219,452
2020-03-14,180,389
2020-03-15,171,384
2020-03-16,190,469
2020-03-17,177,389
2020-03-18,175,421
2020-03-19,145,359
2020-03-20,150,305
2020-03-21,126,362
2020-03-22,146,337
2020-03-23,184,347
2020-03-24,154,343
2020-03-25,158,389
2020-03-26,160,400
2020-03-27,163,374
2020-03-28,163,344
2020-03-29,176,306
2020-03-30,206,464
2020-03-31,221,448
2020-04-01,189,473
2020-04-02,242,474
2020-04-03,175,369
2020-04-04,150,333
2020-04-05,172,368
2020-04-06,260,408
2020-04-07,244,390
2020-04-08,192,434
2020-04-09,200,456
2020-04-10,193,424
2020-04-11,176,375
2020-04-12,176,398
2020-04-13,237,420
2020-04-14,234,469
2020-04-15,250,509
2020-04-16,224,462
2020-04-17,214,471
2020-04-18,203,471
2020-04-19,183,488
2020-04-20,235,511
2020-04-21,286,563
2020-04-22,271,669
2020-04-23,261,592
2020-04-24,228,548
2020-04-25,210,480
2020-04-26,264,527
2020-04-27,259,672
2020-04-28,353,646
2020-04-29,285,761
2020-04-30,237,670
2020-05-01,208,665
2020-05-02,320,571
2020-05-03,300,624
2020-05-04,301,663
2020-05-05,247,572
2020-05-06,320,564
2020-05-07,351,492
2020-05-08,287,534
2020-05-09,384,464
2020-05-10,232,533
2020-05-11,284,509
2020-05-12,238,546
2020-05-13,226,559
2020-05-14,273,545
2020-05-15,275,507
2020-05-16,307,408
2020-05-17,351,533
2020-05-18,459,482
2020-05-19,297,555
2020-05-20,327,614
2020-05-21,210,532
2020-05-22,209,494
2020-05-23,212,407
2020-05-24,203,460
2020-05-25,228,517
2020-05-26,210,756
2020-05-27,249,545
2020-05-28,224,499
2020-05-29,230,411
2020-05-30,237,392
2020-05-31,245,416
2020-06-01,255,436
2020-06-02,219,390
2020-06-03,232,447
2020-06-04,333,448
2020-06-05,230,376
2020-06-06,177,395
2020-06-07,238,537
2020-06-08,239,527
2020-06-09,231,497
2020-06-10,226,575
2020-06-11,238,430
2020-06-12,231,328
2020-06-13,156,409
2020-06-14,209,406
2020-06-15,191,439
2020-06-16,212,421
2020-06-17,219,448
2020-06-18,219,392
2020-06-19,201,376
2020-06-20,167,352
2020-06-21,215,614
2020-06-22,237,510
2020-06-23,165,533
2020-06-24,181,487
2020-06-25,186,533
2020-06-26,214,487
2020-06-27,175,445
2020-06-28,213,513
2020-06-29,198,466
2020-06-30,163,508
2020-07-01,171,498
2020-07-02,130,417
2020-07-03,131,473
2020-07-04,144,459
2020-07-05,146,378
2020-07-06,187,444
2020-07-07,166,525
2020-07-08,165,538
2020-07-09,158,516
2020-07-10,203,427
2020-07-11,137,394
2020-07-12,165,415
2020-07-13,143,406
2020-07-14,197,434
2020-07-15,217,414
2020-07-16,163,447
2020-07-17,218,482
2020-07-18,183,433
2020-07-19,158,448
2020-07-20,226,422
2020-07-21,222,397
2020-07-22,234,498
2020-07-23,209,505
2020-07-24,172,463
2020-07-25,200,426
2020-07-26,179,597
2020-07-27,210,665
2020-07-28,189,661
2020-07-29,198,589
2020-07-30,201,507
2020-07-31,181,478
2020-08-01,180,415
2020-08-02,180,589
2020-08-03,209,576
2020-08-04,193,501
2020-08-05,159,471
2020-08-06,178,532
2020-08-07,164,511
2020-08-08,126,566
2020-08-09,141,541
2020-08-10,188,497
2020-08-11,162,503
2020-08-12,182,460
2020-08-13,183,555
2020-08-14,209,450
2020-08-15,207,471
2020-08-16,186,759
2020-08-17,195,570
2020-08-18,215,559
2020-08-19,231,654
2020-08-20,205,591
2020-08-21,185,570
2020-08-22,133,539
2020-08-23,205,622
2020-08-24,223,630
2020-08-25,218,570
2020-08-26,200,615
2020-08-27,210,573
2020-08-28,219,582
2020-08-29,191,499
2020-08-30,190,507
2020-08-31,172,543
2020-09-01,199,530
2020-09-02,205,568
2020-09-03,211,741
2020-09-04,195,527
2020-09-05,158,509
2020-09-06,164,547
2020-09-07,209,587
2020-09-08,215,660
2020-09-09,250,615
2020-09-10,273,671
2020-09-11,199,656
2020-09-12,221,641
2020-09-13,193,642
2020-09-14,231,732
2020-09-15,231,1043
2020-09-16,262,813
2020-09-17,246,789
2020-09-18,332,682
2020-09-19,240,628
2020-09-20,254,941
2020-09-21,261,713
2020-09-22,269,768
2020-09-23,213,966
2020-09-24,217,923
2020-09-25,225,868
2020-09-26,178,587
2020-09-27,221,697
2020-09-28,225,770
2020-09-29,233,885
2020-09-30,272,847
2020-10-01,203,703
2020-10-02,182,662
2020-10-03,201,553
2020-10-04,172,547
2020-10-05,193,697
2020-10-06,198,641
2020-10-07,210,570
2020-10-08,228,659
2020-10-09,223,525
2020-10-10,220,517
2020-10-11,203,579
2020-10-12,278,652
2020-10-13,314,632
2020-10-14,292,626
2020-10-15,424,646
2020-10-16,347,632
2020-10-17,245,533
2020-10-18,213,641
2020-10-19,248,680
2020-10-20,220,695
2020-10-21,236,759
2020-10-22,223,688
2020-10-23,222,845
2020-10-24,173,633
2020-10-25,192,654
2020-10-26,257,763
2020-10-27,243,734
2020-10-28,269,688
2020-10-29,251,623
2020-10-30,265,520
2020-10-31,210,514
2020-11-01,216,501
2020-11-02,304,615
2020-11-03,386,617
2020-11-04,204,578
2020-11-05,320,497
2020-11-06,266,1938
2020-11-07,258,634
2020-11-08,177,561
2020-11-09,221,690
2020-11-10,256,662
2020-11-11,322,626
2020-11-12,323,697
2020-11-13,255,569
2020-11-14,366,580
2020-11-15,276,568
2020-11-16,339,607
2020-11-17,328,639
2020-11-18,352,708
2020-11-19,289,633
2020-11-20,304,589
2020-11-21,218,605
2020-11-22,359,555
2020-11-23,303,563
2020-11-24,306,569
2020-11-25,302,574
2020-11-26,248,593
2020-11-27,305,964
2020-11-28,357,528
2020-11-29,264,545
2020-11-30,319,662
2020-12-01,287,660
2020-12-02,321,624
2020-12-03,351,655
2020-12-04,318,672
2020-12-05,286,568
2020-12-06,259,552
2020-12-07,246,609
2020-12-08,254,581
2020-12-09,301,651
2020-12-10,310,606
2020-12-11,254,573
2020-12-12,224,589
2020-12-13,240,613
2020-12-14,260,616
2020-12-15,304,681
2020-12-16,322,753
2020-12-17,268,567
2020-12-18,266,442
2020-12-19,215,465
2020-12-20,205,495
2020-12-21,237,456
2020-12-22,221,513
2020-12-23,237,511
2020-12-24,179,458
2020-12-25,187,420
2020-12-26,414,527
2020-12-27,302,546
2020-12-28,243,553
2020-12-29,246,611
2020-12-30,167,539
2020-12-31,217,461
2021-01-01,194,509
2021-01-02,215,579
2021-01-03,220,559
2021-01-04,270,671
2021-01-05,469,792
2021-01-06,237,613
2021-01-07,202,505
2021-01-08,284,619
2021-01-09,194,517
2021-01-10,239,478
2021-01-11,249,530
2021-01-12,216,602
2021-01-13,220,532
2021-01-14,264,559
2021-01-15,212,582
2021-01-16,161,419
2021-01-17,154,422
2021-01-18,236,503
2021-01-19,260,603
2021-01-20,255,568
2021-01-21,242,694
2021-01-22,199,746
2021-01-23,197,558
2021-01-24,204,578
2021-01-25,243,648
2021-01-26,253,663
2021-01-27,249,759
2021-01-28,353,662
2021-01-29,1029,619
2021-01-30,631,603
2021-01-31,641,625
2021-02-01,593,760
2021-02-02,717,803
2021-02-03,546,903
2021-02-04,603,796
2021-02-05,600,749
2021-02-06,398,705
2021-02-07,306,611
2021-02-08,335,736
2021-02-09,318,837
2021-02-10,347,885
2021-02-11,344,839
2021-02-12,265,701
2021-02-13,250,581
2021-02-14,281,728
2021-02-15,311,1005
2021-02-16,289,1461
2021-02-17,333,1664
2021-02-18,522,1579
2021-02-19,342,1339
2021-02-20,300,988
2021-02-21,332,984
2021-02-22,338,1087
2021-02-23,380,954
2021-02-24,841,1021
2021-02-25,604,916
2021-02-26,1808,900
2021-02-27,347,754
2021-02-28,539,799
2021-03-01,400,978
2021-03-02,407,953
2021-03-03,417,887
2021-03-04,348,831
2021-03-05,317,816
2021-03-06,269,695
2021-03-07,256,654
2021-03-08,332,794
2021-03-09,307,818
2021-03-10,366,861
2021-03-11,293,1017
2021-03-12,260,889
2021-03-13,211,657
2021-03-14,230,757
2021-03-15,265,816
2021-03-16,246,955
2021-03-17,270,878
2021-03-18,286,752
2021-03-19,268,842
2021-03-20,248,724
2021-03-21,231,711
2021-03-22,249,750
2021-03-23,276,711
2021-03-24,252,696
2021-03-25,243,883
2021-03-26,271,754
2021-03-27,209,923
2021-03-28,282,618
2021-03-29,269,700
2021-03-30,257,794
2021-03-31,234,1276
2021-04-01,244,804
2021-04-02,216,723
2021-04-03,174,911
2021-04-04,161,767
2021-04-05,239,771
2021-04-06,253,716
2021-04-07,1600,750
2021-04-08,288,696
2021-04-09,220,612
2021-04-10,174,498
2021-04-11,217,621
2021-04-12,241,744
2021-04-13,277,884
2021-04-14,274,834
2021-04-15,289,748
2021-04-16,288,681
2021-04-17,223,581
2021-04-18,215,652
2021-04-19,272,748
2021-04-20,240,721
2021-04-21,309,718
2021-04-22,310,838
2021-04-23,331,731
2021-04-24,225,656
2021-04-25,278,739
2021-04-26,372,822
2021-04-27,326,744
2021-04-28,336,748
2021-04-29,310,717
2021-04-30,273,602
2021-05-01,246,462
2021-05-02,274,516
2021-05-03,286,696
2021-05-04,266,658
2021-05-05,270,616
2021-05-06,307,662
2021-05-07,244,587
2021-05-08,227,619
2021-05-09,182,534
2021-05-10,239,631
2021-05-11,221,640
2021-05-12,239,633
2021-05-13,263,670
2021-05-14,258,624
2021-05-15,252,472
2021-05-16,235,562
2021-05-17,275,740
2021-05-18,310,755
2021-05-19,316,759
2021-05-20,313,565
2021-05-21,285,604
2021-05-22,238,611
2021-05-23,262,720
2021-05-24,280,948
2021-05-25,355,883
2021-05-26,312,788
2021-05-27,277,730
2021-05-28,252,644
2021-05-29,274,561
2021-05-30,272,557
2021-05-31,295,652
2021-06-01,250,599
2021-06-02,230,662
2021-06-03,254,1041
2021-06-04,243,864
2021-06-05,168,671
2021-06-06,187,673
2021-06-07,257,605
2021-06-08,239,598
2021-06-09,250,597
2021-06-10,296,658
2021-06-11,259,571
2021-06-12,224,530
2021-06-13,214,582
2021-06-14,231,709
2021-06-15,305,665
2021-06-16,195,585
2021-06-17,264,585
2021-06-18,216,599
2021-06-19,156,456
2021-06-20,205,664
2021-06-21,249,571
2021-06-22,257,598
2021-06-23,186,484
2021-06-24,243,506
2021-06-25,262,467
2021-06-26,160,527
2021-06-27,166,550
2021-06-28,264,580
2021-06-29,273,542
2021-06-30,264,531
2021-07-01,262,552
2021-07-02,293,459
2021-07-03,274,503
2021-07-04,221,467
2021-07-05,232,420
2021-07-06,256,455
2021-07-07,226,433
2021-07-08,202,430
2021-07-09,232,409
2021-07-10,176,464
2021-07-11,292,403
2021-07-12,296,445
2021-07-13,334,439
2021-07-14,264,432
2021-07-15,259,424
2021-07-16,251,409
2021-07-17,210,436
2021-07-18,164,469
2021-07-19,291,1167
2021-07-20,272,864
2021-07-21,299,795
2021-07-22,234,881
2021-07-23,201,732
2021-07-24,138,935
2021-07-25,175,973
2021-07-26,216,1140
2021-07-27,255,1058
2021-07-28,263,804
2021-07-29,203,739
2021-07-30,229,974
2021-07-31,206,1005
2021-08-01,122,921
2021-08-02,217,938
2021-08-03,230,831
2021-08-04,404,690
2021-08-05,345,710
2021-08-06,204,697
2021-08-07,247,795
2021-08-08,237,1468
2021-08-09,287,906
2021-08-10,253,989
2021-08-11,234,704
2021-08-12,210,681
2021-08-13,203,610
2021-08-14,205,614
2021-08-15,192,662
2021-08-16,158,613
2021-08-17,271,619
2021-08-18,389,619
2021-08-19,348,564
2021-08-20,230,546
2021-08-21,209,493
2021-08-22,202,555
2021-08-23,202,620
2021-08-24,193,526
2021-08-25,249,568
2021-08-26,243,555
2021-08-27,232,585
2021-08-28,215,668
2021-08-29,197,588
2021-08-30,236,668
2021-08-31,223,778
2021-09-01,325,562
2021-09-02,285,588
2021-09-03,218,561
2021-09-04,207,483
2021-09-05,209,608
2021-09-06,253,623
2021-09-07,276,589
2021-09-08,329,605
2021-09-09,219,650
2021-09-10,256,785
2021-09-11,144,674
2021-09-12,181,686
2021-09-13,228,1111
2021-09-14,191,1059
2021-09-15,244,1053
2021-09-16,240,1424
2021-09-17,216,1156
2021-09-18,201,977
2021-09-19,141,1254
2021-09-20,264,1350
2021-09-21,250,1089
2021-09-22,205,1287
2021-09-23,215,1623
2021-09-24,195,1181
2021-09-25,190,1012
2021-09-26,154,960
2021-09-27,242,1005
2021-09-28,203,831
2021-09-29,282,1015
2021-09-30,248,820
2021-10-01,247,825
2021-10-02,209,690
2021-10-03,229,760
2021-10-04,272,1190
2021-10-05,247,928
2021-10-06,252,817
2021-10-07,256,729
2021-10-08,224,753
2021-10-09,190,676
2021-10-10,188,817
2021-10-11,296,782
2021-10-12,232,1033
2021-10-13,261,908
2021-10-14,312,858
2021-10-15,291,796
2021-10-16,219,648
2021-10-17,255,608
2021-10-18,302,804
2021-10-19,291,841
2021-10-20,513,880
2021-10-21,410,780
2021-10-22,301,614
2021-10-23,277,587
2021-10-24,251,678
2021-10-25,259,788
2021-10-26,316,798
2021-10-27,283,729
2021-10-28,254,791
2021-10-29,264,813
2021-10-30,228,649
2021-10-31,232,646
2021-11-01,336,856
2021-11-02,293,975
2021-11-03,295,818
2021-11-04,245,770
2021-11-05,230,789
2021-11-06,200,685
2021-11-07,228,792
2021-11-08,315,922
2021-11-09,285,1032
2021-11-10,276,996
2021-11-11,276,799
2021-11-12,330,780
2021-11-13,194,648
2021-11-14,196,731
2021-11-15,384,757
2021-11-16,286,770
2021-11-17,275,861
2021-11-18,281,904
2021-11-19,296,770
2021-11-20,210,608
2021-11-21,276,638
2021-11-22,291,708
2021-11-23,278,596
2021-11-24,504,674
2021-11-25,380,632
2021-11-26,229,660
2021-11-27,215,561
2021-11-28,257,526
2021-11-29,283,670
2021-11-30,312,621
2021-12-01,254,600
2021-12-02,249,600
2021-12-03,237,593
2021-12-04,223,450
2021-12-05,278,460
2021-12-06,315,554
2021-12-07,338,574
2021-12-08,301,575
2021-12-09,297,682
2021-12-10,311,593
2021-12-11,210,524
2021-12-12,258,573
2021-12-13,373,566
2021-12-14,298,550
2021-12-15,329,549
2021-12-16,334,548
2021-12-17,230,578
2021-12-18,228,520
2021-12-19,238,461
2021-12-20,310,473
2021-12-21,269,531
2021-12-22,304,537
2021-12-23,302,487
2021-12-24,198,410
2021-12-25,203,411
2021-12-26,266,502
2021-12-27,250,524
2021-12-28,319,474
2021-12-29,303,471
2021-12-30,266,463
2021-12-31,235,453
2022-01-01,170,633
2022-01-02,216,746
2022-01-03,299,802
2022-01-04,275,782
2022-01-05,297,773
2022-01-06,242,634
2022-01-07,292,597
2022-01-08,230,511
2022-01-09,219,515
2022-01-10,271,576
2022-01-11,287,522
2022-01-12,277,602
2022-01-13,277,573
2022-01-14,216,517
2022-01-15,211,492
2022-01-16,173,483
2022-01-17,218,534
2022-01-18,232,586
2022-01-19,277,753
2022-01-20,241,616
2022-01-21,214,533
2022-01-22,215,473
2022-01-23,300,558
2022-01-24,232,545
2022-01-25,242,537
2022-01-26,261,574
2022-01-27,347,717
2022-01-28,300,663
2022-01-29,235,471
2022-01-30,217,621
2022-01-31,266,624
2022-02-01,300,673
2022-02-02,257,862
2022-02-03,277,818
2022-02-04,222,631
2022-02-05,177,592
2022-02-06,216,593
